Provider Name,Street,City,State,Zip,Full Address,Phone,EvexiPEL Profile URL,Google Business URL
LaComb Health and Wellness,6000 39th Street Suite,Groves,TX,77619,"6000 39th Street Suite B Groves, TX 77619",(409) 216-0627,https://www.evexipel.com/hormone-replacement-therapy-provider/lacomb-health-and-wellness-groves-tx/,
Stone and Oak Integrative Medicine,302 S. Central St. STE,Hallsville,TX,75650,"302 S. Central St. STE C8 Hallsville, TX 75650",(903) 668-0491,https://www.evexipel.com/hormone-replacement-therapy-provider/stone-and-oak-integrative-medicine-hallsville-tx/,
Posh Aesthetics & Wellness,443 S. Central Ave,Hamlin,TX,79520,"443 S. Central Ave Hamlin, TX 79520",(325) 715-8513,https://www.evexipel.com/hormone-replacement-therapy-provider/posh-aesthetics-wellness-hamlin-tx/,
Central Texas Holistic Care,2025 Memory Lane,Harker Heights,TX,76548,"2025 Memory Lane #300 Harker Heights, TX 76548",(254) 589-4257,https://www.evexipel.com/hormone-replacement-therapy-provider/central-texas-holistic-care-harker-heights-tx/,
"Christopher Guadarrama, PLLC",222 E Van Buren Ave,Harlingen,TX,78550,"222 E Van Buren Ave Harlingen, TX 78550",(956) 567-9487,https://www.evexipel.com/hormone-replacement-therapy-provider/christopher-guadarrama-pllc-harlingen-tx/,
Next Level Medical Clinic,604 South 77 Sunshine Strip Ste,Harlingen,TX,78550,"604 South 77 Sunshine Strip Ste C Harlingen, TX 78550",(956) 660-9430,https://www.evexipel.com/hormone-replacement-therapy-provider/next-level-medical-clinic-harlingen-tx/,
Optimum Wellness & Medical Spa,2121 Pease St Ste 305,Harlingen,TX,78550,"2121 Pease St Ste 305 Harlingen, TX 78550",(956) 300-0533,https://www.evexipel.com/hormone-replacement-therapy-provider/optimum-wellness-medical-spa-harlingen-tx/,
Rio Grande Medicine,5505 S. Expressway 77 Ste 205,Harlingen,TX,78550,"5505 S. Expressway 77 Ste 205 Harlingen, TX 78550",(956) 436-5274,https://www.evexipel.com/hormone-replacement-therapy-provider/rio-grande-medicine-harlingen-tx/,
"Les T. Sandknop, DO, PA",6785 Horizon Rd Ste 100,Heath,TX,75032,"6785 Horizon Rd  Ste 100 Heath, TX 75032",(972) 782-5515,https://www.evexipel.com/hormone-replacement-therapy-provider/les-t-sandknop-do-pa-heath-tx/,
San Antonio Family Physicians - Helotes,12274 Bandera Rd Ste 108,Helotes,TX,78023,"12274 Bandera Rd Ste 108 Helotes, TX 78023",(726) 237-3738,https://www.evexipel.com/hormone-replacement-therapy-provider/san-antonio-family-physicians-helotes-tx/,
The Lotus | Aesthetics And Wellness,14743 Old Bandera Rd Unit 11 Ste 101,Helotes,TX,78023,"14743 Old Bandera Rd  Unit 11 Ste 101 Helotes, TX 78023",(210) 750-6804,https://www.evexipel.com/hormone-replacement-therapy-provider/the-lotus-aesthetics-and-wellness-helotes-tx/,
Family Care of Henderson,321 Wilson Street,Henderson,TX,75652,"321 Wilson Street Henderson, TX 75652",(903) 568-0824,https://www.evexipel.com/hormone-replacement-therapy-provider/family-care-of-henderson-tx/,
Henderson Family Medicine,105 N High St,Henderson,TX,75652,"105 N High St Henderson, TX 75652",(903) 567-9591,https://www.evexipel.com/hormone-replacement-therapy-provider/henderson-family-medicine-henderson-tx/,
"Holland Health Spa, LLC",205 S Franklin St,Holland,TX,76534,"205 S Franklin St Holland, TX 76534",(254) 284-5435,https://www.evexipel.com/hormone-replacement-therapy-provider/holland-health-spa-llc-holland-tx/,
St. Andrews Family Medicine Clinic,494 N. Kenazo Ave Ste,Horizon City,TX,79925,"494 N. Kenazo Ave Ste I Horizon City, TX 79925",(915) 900-8346,https://www.evexipel.com/hormone-replacement-therapy-provider/st-andrews-family-medicine-clinic-horizon-city-tx/,
ACPS - The Surgicentre,12727 Kimberley Ln Ste 300,Houston,TX,77024,"12727 Kimberley Ln Ste 300 Houston, TX 77024",(346) 616-9715,https://www.evexipel.com/hormone-replacement-therapy-provider/acps-the-surgicentre-houston-tx/,
"Burt L. Forgason, M.D.",14441 Memorial Dr Ste 6,Houston,TX,77079,"14441 Memorial Dr Ste 6 Houston, TX 77079",(281) 595-9260,https://www.evexipel.com/hormone-replacement-therapy-provider/burt-l-forgason-md-houston-tx/,
Champion Health and Wellness Clinics,4295 San Felipe St Ste 235,Houston,TX,77027,"4295 San Felipe St Ste 235 Houston, TX 77027",(281) 603-9916,https://www.evexipel.com/hormone-replacement-therapy-provider/champion-health-and-wellness-clinics-houston-tx/,
Complete Midlife - Binz,1200 Binz Street Ste 650,Houston,TX,77004,"1200 Binz Street Ste 650 Houston, TX 77004",(346) 787-1518,https://www.evexipel.com/hormone-replacement-therapy-provider/complete-midlife-binz-houston-tx/,
Complete Midlife - Tanglewood,7700 San Felipe St Ste 330,Houston,TX,77063,"7700 San Felipe St Ste 330 Houston, TX 77063",(346) 263-0103,https://www.evexipel.com/hormone-replacement-therapy-provider/complete-midlife-tanglewood-houston-tx/,
EMRLD Aesthetics,2401 N Shepherd Dr. Suite 235,Houston,TX,77008,"2401 N Shepherd Dr. Suite 235 Houston, TX 77008",(346) 594-6992,https://www.evexipel.com/hormone-replacement-therapy-provider/emrld-aesthetics-houston-tx/,
FACEMAKER,16000 Park Ten Pl Suite 202,Houston,TX,77084,"16000 Park Ten Pl Suite 202 Houston, TX 77084",(936) 213-6967,https://www.evexipel.com/hormone-replacement-therapy-provider/facemaker-houston-tx/,
Gessner Medical Center,5704 S Gessner Rd Ste,Houston,TX,77036,"5704 S Gessner Rd Ste D Houston, TX 77036",(346) 271-1075,https://www.evexipel.com/hormone-replacement-therapy-provider/gessner-medical-center-houston-tx/,
"Houston Cosmetic Surgery - Cypress, TX",22215 Cypresswood Drive Suite 113,Houston,TX,77433,"22215 Cypresswood Drive Suite 113 Houston, TX 77433",(936) 310-4331,https://www.evexipel.com/hormone-replacement-therapy-provider/houston-cosmetic-surgery-cypress-tx-houston-tx/,
Houston Cosmetic Surgery Center,110 Vintage Park Blvd Ste 280,Houston,TX,77070,"110 Vintage Park Blvd Ste 280 Houston, TX 77070",(281) 957-3025,https://www.evexipel.com/hormone-replacement-therapy-provider/houston-cosmetic-surgery-center-houston-tx/,
Houston OG,1415 North Loop W Ste 750,Houston,TX,77008,"1415 North Loop W Ste 750 Houston, TX 77008",(346) 233-1431,https://www.evexipel.com/hormone-replacement-therapy-provider/houston-og-houston-tx/,
Juvan MD,"2795 Katy Freeway, Ste 210",Houston,TX,77007,"2795 Katy Freeway, Ste 210 Houston, TX 77007",(346) 680-1481,https://www.evexipel.com/hormone-replacement-therapy-provider/juvan-md-houston-tx/,
Kristin Leigh Wellness,200 Westcott St,Houston,TX,77007,"200 Westcott St Houston, TX 77007",(573) 763-2144,https://www.evexipel.com/hormone-replacement-therapy-provider/kristin-leigh-wellness-houston-tx/,
Kristin Schmidt MD & Aesthetics,2222 Greenhouse Rd Ste 2000,Houston,TX,77084-7855,"2222 Greenhouse Rd  Ste 2000 Houston, TX 77084-7855",(832) 702-3828,https://www.evexipel.com/hormone-replacement-therapy-provider/kristin-schmidt-md-aesthetics-houston-tx/,
Linly Medspa and Wellness,2054 W Main St,Houston,TX,77098,"2054 W Main St Houston, TX 77098",(832) 786-5488,https://www.evexipel.com/hormone-replacement-therapy-provider/linly-medspa-and-wellness-houston-tx/,
Magnolia Health & Wellness,18333 Egret Bay Boulevard Ste 148,Houston,TX,77058,"18333 Egret Bay Boulevard Ste 148 Houston, TX 77058",(346) 423-2829,https://www.evexipel.com/hormone-replacement-therapy-provider/magnolia-health-wellness-webster-tx/,
Minnow Wellness PLLC,3334 Richmond Ave Ste 208,Houston,TX,77098,"3334 Richmond Ave Ste 208 Houston, TX 77098",(832) 532-9030,https://www.evexipel.com/hormone-replacement-therapy-provider/minnow-wellness-pllc-houston-tx/,
NeuMed San Felipe,5706 San Felipe St Ste,Houston,TX,77057,"5706 San Felipe St Ste A300 Houston, TX 77057",(832) 621-4627,https://www.evexipel.com/hormone-replacement-therapy-provider/neumed-san-felipe-houston-tx/,
Performance Pain & Sports Medicine-TX,4126 Southwest Freeway Ste 1700,Houston,TX,77027,"4126 Southwest Freeway Ste 1700 Houston, TX 77027",(346) 707-2856,https://www.evexipel.com/hormone-replacement-therapy-provider/performance-pain-sports-medicine-tx-houston-tx/,
Renew Body Contouring & Medspa,1811 Bering Dr,Houston,TX,77057,"1811 Bering Dr #310 Houston, TX 77057",(281) 247-6759,https://www.evexipel.com/hormone-replacement-therapy-provider/renew-body-contouring-medspa-houston-tx/,
Renew You MD,950 Threadneedle St Ste 280,Houston,TX,77079,"950 Threadneedle St Ste 280 Houston, TX 77079",(281) 937-8157,https://www.evexipel.com/hormone-replacement-therapy-provider/renew-you-md-houston-tx/,
Spa 146 By Dr. Theresa Harring,2000 North Loop W Suite 220,Houston,TX,77016,"2000 North Loop W Suite 220 Houston, TX 77016",(281) 426-0376,https://www.evexipel.com/hormone-replacement-therapy-provider/spa-146-by-dr-theresa-harring-houston-tx/,
"Specialized Medical, PLLC",2401 N Shepherd Dr Ste 235,Houston,TX,77008,"2401 N Shepherd Dr Ste 235 Houston, TX 77008",(346) 616-1722,https://www.evexipel.com/hormone-replacement-therapy-provider/specialized-medical-pllc-houston-tx/,
"THRIVE Medicine, PLLC",802 W 18th St,Houston,TX,77008,"802 W 18th St Houston, TX 77008",(832) 957-0692,https://www.evexipel.com/hormone-replacement-therapy-provider/thrive-medicine-pllc-houston-tx/,
Vanguard Spine & Sport,8800 Katy Fwy Ste 201,Houston,TX,77024,"8800 Katy Fwy Ste 201 Houston, TX 77024",(832) 539-7810,https://www.evexipel.com/hormone-replacement-therapy-provider/vanguard-spine-sport-houston-tx/,
Willowbrook Wellness Center,13215 Dotson Rd Suite 200,Houston,TX,77070,"13215 Dotson Rd Suite 200 Houston, TX 77070",(281) 524-2062,https://www.evexipel.com/hormone-replacement-therapy-provider/willowbrook-wellness-center-houston-tx/,
Core Health,300 W Haning St Ste,Howe,TX,75459,"300 W Haning St Ste A Howe, TX 75459",(903) 419-4298,https://www.evexipel.com/hormone-replacement-therapy-provider/core-health-howe-tx/,
Harmony Aesthetics - West Lake,1710 W Lake Houston Pkwy STE,Humble,TX,77339,"1710 W Lake Houston Pkwy STE 260B Humble, TX 77339",(713) 590-7388,https://www.evexipel.com/hormone-replacement-therapy-provider/harmony-aesthetics-west-lake-humble-tx/,
"Julie Bernell, MD - elev8HRT, LLC",18835 McKay Dr ste 300,Humble,TX,77338,"18835 McKay Dr ste 300 Humble, TX 77338",(281) 319-4111,https://www.evexipel.com/hormone-replacement-therapy-provider/julie-bernell-md-elev8hrt-llc-humble-tx/,
Luminous Health & Wellness,13531 Will Clayton Pkwy Ste 700,Humble,TX,77346,"13531 Will Clayton Pkwy Ste 700 Humble, TX 77346",(832) 979-0163,https://www.evexipel.com/hormone-replacement-therapy-provider/luminous-health-wellness-humble-tx/,
Venus Tan & Body Spa,5444 Atascocita Rd Ste 104,Humble,TX,77346,"5444 Atascocita Rd Ste 104 Humble, TX 77346",(936) 681-7345,https://www.evexipel.com/hormone-replacement-therapy-provider/venus-tan-body-spa-houston-tx/,
Pulse Physician Organization-Huntsville,119 Medical Park Lane Ste,Huntsville,TX,77340,"119 Medical Park Lane Ste D Huntsville, TX 77340",(936) 209-7479,https://www.evexipel.com/hormone-replacement-therapy-provider/pulse-physician-organization-huntsville-tx/,
Elite Care Clinic,1173 W John Carpenter Fwy Ste 102,Irving,TX,75039,"1173 W John Carpenter Fwy Ste 102 Irving, TX 75039",(469) 949-1873,https://www.evexipel.com/hormone-replacement-therapy-provider/elite-care-clinic-irving-tx/,
McNair Aesthetics,5901 High Point Dr # 19,Irving,TX,75038,"5901 High Point Dr # 19 Irving, TX 75038",(972) 440-2429,https://www.evexipel.com/hormone-replacement-therapy-provider/mcnair-aesthetics-irving-tx/,
Beeline Health,305 W Rusk St,Jacksonville,TX,75766,"305 W Rusk St Jacksonville, TX 75766",(903) 400-1968,https://www.evexipel.com/hormone-replacement-therapy-provider/beeline-health-jacksonville-tx/,
"Complete Healthcare Services, Pa",315 W Houston St,Jasper,TX,75951,"315 W Houston St Jasper, TX 75951",(409) 254-4979,https://www.evexipel.com/hormone-replacement-therapy-provider/complete-healthcare-services-pa-jasper-tx/,
"Rodriguez Health, LLC",1405 E Hwy 97,Jourdanton,TX,78026,"1405 E Hwy 97 Jourdanton, TX 78026",(830) 429-5842,https://www.evexipel.com/hormone-replacement-therapy-provider/rodriguez-health-llc-jourdanton-tx/,
Impact Medical And Chiropractic,11180 FM 156 S Suite 303,Justin,TX,76247,"11180 FM 156 S Suite 303 Justin, TX 76247",(940) 242-5621,https://www.evexipel.com/hormone-replacement-therapy-provider/impact-medical-and-chiropractic-justin-tx/,
Advanced Integrative Metabolic Institute,1325 Main St Ste 803,Katy,TX,77494,"1325 Main St Ste 803 Katy, TX 77494",(979) 472-6586,https://www.evexipel.com/hormone-replacement-therapy-provider/advanced-integrative-metabolic-institute-katy-tx/,
Jenkins OBGYN & Reproductive Medicine,23535 Kingsland Boulevard,Katy,TX,77494,"23535 Kingsland Boulevard Katy, TX 77494",(281) 957-6462,https://www.evexipel.com/hormone-replacement-therapy-provider/jenkins-obgyn-reproductive-medicine-katy-tx/,
Jenkins Wellness Center and Med Spa,21769 Merchants Way,Katy,TX,77449,"21769 Merchants Way Katy, TX 77449",(832) 924-7664,https://www.evexipel.com/hormone-replacement-therapy-provider/jenkins-wellness-center-and-med-spa-katy-tx/,
Katy Women's Pelvic Health,410 W. Grand Parkway S Suite 320,Katy,TX,77494,"410 W. Grand Parkway S Suite 320 Katy, TX 77494",(409) 684-2918,https://www.evexipel.com/hormone-replacement-therapy-provider/katy-womens-pelvic-health-katy-tx/,
Keller WellCare,25140 Kingsland Blvd Suite 200,Katy,TX,77494,"25140 Kingsland Blvd Suite 200 Katy, TX 77494",(346) 742-0268,https://www.evexipel.com/hormone-replacement-therapy-provider/keller-wellcare-katy-tx/,
Premier Gastroenterology & Wellness,521 W Grand Pkwy S,Katy,TX,77494,"521 W Grand Pkwy S Katy, TX 77494",(936) 310-4520,https://www.evexipel.com/hormone-replacement-therapy-provider/premier-gastroenterology-wellness-katy-tx/,
Pro-Elite Management Services Corp,21685 Kingsland Blvd,Katy,TX,77450,"21685 Kingsland Blvd Katy, TX 77450",(346) 559-2561,https://www.evexipel.com/hormone-replacement-therapy-provider/pro-elite-management-services-corp-katy-tx/,
Ascension Point Wellness,1530 Keller Pkwy Ste A Rm 11,Keller,TX,76248,"1530 Keller Pkwy Ste A Rm 11 Keller, TX 76248",(817) 270-6445,https://www.evexipel.com/hormone-replacement-therapy-provider/ascension-point-wellness-keller-tx/,
Best Life Healthcare,903 FM 518 RD Ste,Kemah,TX,77565,"903 FM 518 RD Ste A Kemah, TX 77565",(346) 209-9787,https://www.evexipel.com/hormone-replacement-therapy-provider/best-life-healthcare-kemah-tx/,
"Hometown Health and Wellness, PLLC",395 Columbia Memorial Parkway STE,Kemah,TX,77565,"395 Columbia Memorial Parkway STE C Kemah, TX 77565",(346) 233-1393,https://www.evexipel.com/hormone-replacement-therapy-provider/hometown-health-and-wellness-pllc-kemah-tx/,
Hill Country Health and Hormones,708 Hill Country Dr. Ste,Kerrville,TX,78028,"708 Hill Country Dr. Ste 300A Kerrville, TX 78028",(830) 590-1522,https://www.evexipel.com/hormone-replacement-therapy-provider/hill-country-health-and-hormones-kerrville-tx/,
Aesthetics by Allyson,401 E. Lantrip St.,Kilgore,TX,75662,"401 E. Lantrip St. Kilgore, TX 75662",(903) 329-6686,https://www.evexipel.com/hormone-replacement-therapy-provider/aesthetics-by-allyson-kilgore-tx/,
Dermaplus Aesthetics,3036 Northpark Dr,Kingwood,TX,77339,"3036 Northpark Dr Kingwood, TX 77339",(281) 800-7468,https://www.evexipel.com/hormone-replacement-therapy-provider/dermaplus-aesthetics-houston-tx/,
Texas Advanced Spine,201 Kingwood Medical Drive,Kingwood,TX,77339,"201 Kingwood Medical Drive #A-350 Kingwood, TX 77339",(281) 666-9108,https://www.evexipel.com/hormone-replacement-therapy-provider/texas-advanced-spine-houston-tx/,
El Paso Family Medicine and Mental Health,8929 Viscount Suite,LL-B El Paso,TX,79925,"8929 Viscount Suite LL-B El Paso, TX 79925",(915) 621-5837,https://www.evexipel.com/hormone-replacement-therapy-provider/el-paso-family-medicine-and-mental-health-el-paso-tx/,
Brazosport Women's Health,208 Oak Drive South Suite 300,Lake Jackson,TX,77566,"208 Oak Drive South Suite 300 Lake Jackson, TX 77566",(979) 266-9544,https://www.evexipel.com/hormone-replacement-therapy-provider/brazosport-womens-health-lake-jackson-tx/,
Crystal Outpatient Surgery Center,215 Oak Drive South Suite,Lake Jackson,TX,77566,"215 Oak Drive South Suite J Lake Jackson, TX 77566",(979) 310-4572,https://www.evexipel.com/hormone-replacement-therapy-provider/crystal-outpatient-surgery-center-lake-jackson-tx/,
Celadine Wellbeing,1017 Ranch Road 620 S Ste 101,Lakeway,TX,78734,"1017 Ranch Road 620 S Ste 101 Lakeway, TX 78734",(737) 252-3458,https://www.evexipel.com/hormone-replacement-therapy-provider/celadine-wellbeing-lakeway-tx/,
Thrive Hormonal Health & Wellness,1017 Ranch Road 620 S Ste 101,Lakeway,TX,78734,"1017 Ranch Road 620 S Ste 101 Lakeway, TX 78734",(737) 242-6722,https://www.evexipel.com/hormone-replacement-therapy-provider/thrive-hormonal-health-wellness-lakeway-tx/,
"Versatile Health, PMA",1307 Lubbock Hwy,Lamesa,TX,79331,"1307 Lubbock Hwy Lamesa, TX 79331",(806) 666-6450,https://www.evexipel.com/hormone-replacement-therapy-provider/versatile-health-pma-lamesa-tx/,
The Wellness Refinery,510 E. 4th St STE,Lampasas,TX,76550,"510 E. 4th St  STE B Lampasas, TX 76550",(254) 345-4422,https://www.evexipel.com/hormone-replacement-therapy-provider/the-wellness-refinery-lampasas-tx/,
Axis Direct Care,7110 Rocio Dr Unit 10,Laredo,TX,78041,"7110 Rocio Dr Unit 10 Laredo, TX 78041",(956) 477-5014,https://www.evexipel.com/hormone-replacement-therapy-provider/axis-direct-care-laredo-tx/,
Obgyn Associates Of Laredo P A,7109 N Bartlett Ave Ste 101,Laredo,TX,78041,"7109 N Bartlett Ave Ste 101 Laredo, TX 78041",(956) 717-5775,https://www.evexipel.com/hormone-replacement-therapy-provider/obgyn-associates-of-laredo-p-a-laredo-tx/,
The Body Lab Med Spa,3502 E Del Mar Blvd Ste,Laredo,TX,78045,"3502 E Del Mar Blvd Ste #5 Laredo, TX 78045",(956) 363-4805,https://www.evexipel.com/hormone-replacement-therapy-provider/the-body-lab-med-spa-laredo-tx/,
Essence Aesthetics - League City,3725 E League City Pkwy Ste 240,League City,TX,77573,"3725 E League City Pkwy Ste 240 League City, TX 77573",(346) 617-2995,https://www.evexipel.com/hormone-replacement-therapy-provider/essence-aesthetics-league-city-tx/,https://www.google.com/search?q=la+maison+luxe+med+spa+and+wellness&sca_esv=cc34ee859529854e&source=hp&ei=B0Nxacz7JMbhkPIP6Z-t8Qg&iflsig=AFdpzrgAAAAAaXFRF1khZqlCTSwHviEcnowZ7vPsnfdu&oq=L%27Maison+LUXE&gs_lp=Egdnd3Mtd2l6Ig1MJ01haXNvbiBMVVhFKgIIADIJEAAYgAQY
League City Family Clinic,1930 State Highway 3 S Ste 200,League City,TX,77573,"1930 State Highway 3 S Ste 200 League City, TX 77573",(409) 572-0312,https://www.evexipel.com/hormone-replacement-therapy-provider/league-city-family-clinic-league-city-tx/,
League City Spine & Sports Med,1216 East Main Street,League City,TX,77573,"1216 East Main Street League City, TX 77573",(281) 332-3428,https://www.evexipel.com/hormone-replacement-therapy-provider/league-city-spine-sports-med-league-city-tx/,
Frontier Direct Care,11840 Hero Way W Ste 200,Leander,TX,78641,"11840 Hero Way W Ste 200 Leander, TX 78641",(737) 252-6521,https://www.evexipel.com/hormone-replacement-therapy-provider/frontier-direct-care-leander-tx/,
Vital Hormone Health,14300 Ronald W Reagan Blvd Ste 803,Leander,TX,78641,"14300 Ronald W Reagan Blvd Ste 803 Leander, TX 78641",(737) 345-0772,https://www.evexipel.com/hormone-replacement-therapy-provider/vital-hormone-health-leander-tx/,
West Texas Optimal Health,915 Austin St,Levelland,TX,79336,"915 Austin St Levelland, TX 79336",(806) 602-0643,https://www.evexipel.com/hormone-replacement-therapy-provider/west-texas-optimal-health-levelland-tx/,
Maya Medical Management-Lewisville,1850 Lakepointe Dr Ste 700,Lewisville,TX,75057,"1850 Lakepointe Dr Ste 700 Lewisville, TX 75057",(469) 331-4797,https://www.evexipel.com/hormone-replacement-therapy-provider/maya-medical-management-lewisville-tx/,
The Lady Lounge Aesthetics,8541 N US Highway 77,Lexington,TX,78947,"8541 N US Highway 77 Lexington, TX 78947",(979) 271-5714,https://www.evexipel.com/hormone-replacement-therapy-provider/the-lady-lounge-aesthetics-lexington-tx/,
Aspire Family Medical,14875 W State Highway 29,Liberty Hill,TX,78642,"14875 W State Highway 29 Liberty Hill, TX 78642",(254) 970-0235,https://www.evexipel.com/hormone-replacement-therapy-provider/aspire-family-medical-liberty-hill-tx/,
Signature Aesthetics & IV Lounge,201 St Joseph Ct Ste 410,Liberty Hill,TX,78642,"201 St Joseph Ct Ste 410 Liberty Hill, TX 78642",(737) 234-2067,https://www.evexipel.com/hormone-replacement-therapy-provider/signature-aesthetics-iv-lounge-liberty-hill-tx/,https://www.google.com/search?q=signature+aesthetics&sca_esv=3411e0dcc18d8ddc&sxsrf=APpeQnvso-QHKesi1MdacYtTOG4zKwBkpw%3A1783889823077&source=hp&ei=n_9Tau7vAbe5mtkPl66u6Ac&iflsig=ABILxe8AAAAAalQNr5EG_OPlwXMXg4xvx-hiFYD-EHMm&gs_ssp=eJzj4tVP1zc0zC4zL08xNSkz
VitaLuxe Wellness & Aesthetics,104 S Kickapoo Suite 202,Lipan,TX,76462,"104 S Kickapoo Suite 202 Lipan, TX 76462",(940) 468-1221,https://www.evexipel.com/hormone-replacement-therapy-provider/vitaluxe-wellness-aesthetics-lipan-tx/,
Joint Pain Specialists,2601 Little Elm Parkway Suite 203,Little Elm,TX,75068,"2601 Little Elm Parkway Suite 203 Little Elm, TX 75068",(682) 223-4992,https://www.evexipel.com/hormone-replacement-therapy-provider/joint-pain-specialists-little-elm-tx/,
Specialty Care Clinic- Little Elm,1395 E Eldorado Pkwy Ste 400,Little Elm,TX,75068,"1395 E Eldorado Pkwy Ste 400 Little Elm, TX 75068",(903) 228-4791,https://www.evexipel.com/hormone-replacement-therapy-provider/specialty-care-clinic-little-elm-tx/,
Aurora OBGYN,12500 Judson Rd Ste 210,Live Oak,TX,78233,"12500 Judson Rd  Ste 210 Live Oak, TX 78233",(210) 964-5199,https://www.evexipel.com/hormone-replacement-therapy-provider/aurora-obgyn-live-oak-tx/,
New You Medical Center,5550,Long Prairie Trace Richmond,TX,77407,"5550 Long Prairie Trace Richmond, TX 77407",(936) 282-5752,https://www.evexipel.com/hormone-replacement-therapy-provider/new-you-medical-center-richmond-tx/,
Ageless Medical Clinic,103 W Loop 281 Ste 472,Longview,TX,75605,"103 W Loop 281 Ste 472 Longview, TX 75605",(903) 500-7250,https://www.evexipel.com/hormone-replacement-therapy-provider/ageless-medical-clinic-longview-tx/,
Optimal Aesthetics,1106 N. 6Th Street,Longview,TX,75601,"1106 N. 6Th Street Longview, TX 75601",(903) 225-8744,https://www.evexipel.com/hormone-replacement-therapy-provider/optimal-aesthetics-longview-tx/,
Renew Aesthetics and Weight Loss,1106 North Sixth Street,Longview,TX,75601,"1106 North Sixth Street Longview, TX 75601",(903) 600-9675,https://www.evexipel.com/hormone-replacement-therapy-provider/renew-aesthetics-and-weight-loss-longview-tx/,
Total Testosterone,405 W Loop 281 Ste,Longview,TX,75605,"405 W Loop 281 Ste J Longview, TX 75605",(903) 304-1706,https://www.evexipel.com/hormone-replacement-therapy-provider/total-testosterone-longview-tx/,
10611 Medical Associates,10611 Quaker Ave,Lubbock,TX,79424,"10611 Quaker Ave Lubbock, TX 79424",(806) 304-6409,https://www.evexipel.com/hormone-replacement-therapy-provider/10611-medical-associates-lubbock-tx/,
Arledge Aesthetics & Plastic Surgery,2719 81st St,Lubbock,TX,79423,"2719 81st St Lubbock, TX 79423",(806) 541-4872,https://www.evexipel.com/hormone-replacement-therapy-provider/arledge-aesthetics-plastic-surgery-lubbock-tx/,
Aspire Primary Care Partners,4903 82nd Street Unit 10,Lubbock,TX,79424,"4903 82nd Street Unit 10 Lubbock, TX 79424",(806) 404-1605,https://www.evexipel.com/hormone-replacement-therapy-provider/aspire-primary-care-partners-lubbock-tx/,
Balance and Restore,12402 Slide Rd Ste 402,Lubbock,TX,79424,"12402 Slide Rd Ste 402 Lubbock, TX 79424",(806) 878-9687,https://www.evexipel.com/hormone-replacement-therapy-provider/balance-and-restore-lubbock-tx/,
Beauty Bar Health & Wellness Lubbock,6302 70th St.,Lubbock,TX,79424,"6302 70th St. Lubbock, TX 79424",(806) 606-0946,https://www.evexipel.com/hormone-replacement-therapy-provider/beauty-bar-health-wellness-lubbock-tx/,
Cornerstone OBGYN,3715 21st St,Lubbock,TX,79410,"3715 21st St Lubbock, TX 79410",(806) 607-8552,https://www.evexipel.com/hormone-replacement-therapy-provider/cornerstone-obgyn-lubbock-tx/,
Corona Concierge Care,6418 98th St Ste 100,Lubbock,TX,79424,"6418 98th St Ste 100 Lubbock, TX 79424",(806) 835-5787,https://www.evexipel.com/hormone-replacement-therapy-provider/corona-concierge-care-lubbock-tx/,
Elite Primary Care and Wellness,8713 Milwaukee Ave Ste 100,Lubbock,TX,79424,"8713 Milwaukee Ave Ste 100 Lubbock, TX 79424",(806) 630-0479,https://www.evexipel.com/hormone-replacement-therapy-provider/elite-primary-care-and-wellness-lubbock-tx/,
Estrada Health & Wellness,11915 Frankford Ave Ste 200,Lubbock,TX,79424,"11915 Frankford Ave Ste 200 Lubbock, TX 79424",(806) 450-5666,https://www.evexipel.com/hormone-replacement-therapy-provider/estrada-health-wellness-lubbock-tx/,
IV League,4715 w Loop 289,Lubbock,TX,79414,"4715 w Loop 289 Lubbock, TX 79414",(806) 515-4520,https://www.evexipel.com/hormone-replacement-therapy-provider/iv-league-lubbock-tx/,
Interventional Pain & Regenerative Med,4642 N Loop 289 Ste 209,Lubbock,TX,79424,"4642 N Loop 289 Ste 209 Lubbock, TX 79424",(806) 203-5651,https://www.evexipel.com/hormone-replacement-therapy-provider/interventional-pain-regenerative-med-lubbock-tx/,
Lubbock Advanced Physical Medicine,2230 Indiana Avenue,Lubbock,TX,79410,"2230 Indiana Avenue Lubbock, TX 79410",(806) 515-2036,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-advanced-physical-medicine-lubbock-tx/,
Lubbock Cooper Health Center,12115 Indiana Ave,Lubbock,TX,79423,"12115 Indiana Ave Lubbock, TX 79423",(806) 429-4937,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-cooper-health-center-lubbock-tx/,
Lubbock Family Medicine,7008 Indiana Ave Ste,Lubbock,TX,79413,"7008 Indiana Ave Ste A Lubbock, TX 79413",(806) 606-0948,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-family-medicine-lubbock-tx/,
Lubbock Primary Care,11007 Quaker Ave,Lubbock,TX,79424,"11007 Quaker Ave Lubbock, TX 79424",(806) 203-6077,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-primary-care-lubbock-tx/,
Lubbock Primary Care Milwaukee,10709 Milwaukee Ave,Lubbock,TX,79424,"10709 Milwaukee Ave Lubbock, TX 79424",(806) 607-6552,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-primary-care-milwaukee-lubbock-tx/,
