query,Provider Name,Full Address,Phone
"Neighborhood Medical Center, 5917 Belt Line Rd Dallas, TX 75254",Neighborhood Medical Center,"5917 Belt Line Rd Dallas, TX 75254",(972) 433-5795
"Reform Regenerative Health, 16600 Dallas Pkwy Ste 100 Dallas, TX 75248",Reform Regenerative Health,"16600 Dallas Pkwy Ste 100 Dallas, TX 75248",(940) 326-5980
"Regen Wellness, 5510 Abrams Rd Ste 126 Dallas, TX 75214",Regen Wellness,"5510 Abrams Rd Ste 126 Dallas, TX 75214",(214) 393-4625
"Resurrect Skin MD, 8226 Douglas Ave Ste. 104 Dallas, TX 75225",Resurrect Skin MD,"8226 Douglas Ave Ste. 104 Dallas, TX 75225",(219) 400-8165
"Revive Primary Care - Highland Park, 3330 Douglas Ave Dallas, TX 75219",Revive Primary Care - Highland Park,"3330 Douglas Ave Dallas, TX 75219",(469) 382-4270
"Sanctum Med + Wellness, 5600 W Lovers Lane Suite 220 Dallas, TX 75209",Sanctum Med + Wellness,"5600 W Lovers Lane Suite 220 Dallas, TX 75209",(469) 694-2495
"Saving Grace Health Texas, 12700 Hillcrest Rd. Suite 128 Dallas, TX 75230",Saving Grace Health Texas,"12700 Hillcrest Rd. Suite 128 Dallas, TX 75230",(940) 326-7948
"Skin Damsel, 4801 Spring Valley Rd Suite 80 Dallas, TX 75244",Skin Damsel,"4801 Spring Valley Rd Suite 80 Dallas, TX 75244",(469) 589-5832
"Specialty Care Clinic- Dallas, 4211 Cedar Springs Rd Ste 200 Dallas, TX 75219",Specialty Care Clinic- Dallas,"4211 Cedar Springs Rd Ste 200 Dallas, TX 75219",(817) 552-4431
"The Science of Beauty Med Spa, 4101 Bryan Street #100 Dallas, TX 75204",The Science of Beauty Med Spa,"4101 Bryan Street #100 Dallas, TX 75204",(469) 402-0777
"Marshal Family Practice, 601 S Winfree St Dayton, TX 77535",Marshal Family Practice,"601 S Winfree St Dayton, TX 77535",(936) 262-6904
"Seoul Glow Clinic, 605 West Clayton Street Suite F Dayton, TX 77535",Seoul Glow Clinic,"605 West Clayton Street Suite F Dayton, TX 77535",(936) 681-7538
"Array Healthcare, 1821 S FM 51 STE A Decatur, TX 76234",Array Healthcare,"1821 S FM 51 STE A Decatur, TX 76234",(940) 267-2905
"Restoration Haus, LLC, 101 S Trinity St Decatur, TX 76234","Restoration Haus, LLC","101 S Trinity St Decatur, TX 76234",(940) 302-1236
"Cura Aesthetics, 508 W Hondo Ave Unit B Devine, TX 78016",Cura Aesthetics,"508 W Hondo Ave Unit B Devine, TX 78016",(830) 264-1791
"Renew at Ease, 402 W Wheatland Rd Ste 140 Duncanville, TX 75116",Renew at Ease,"402 W Wheatland Rd Ste 140 Duncanville, TX 75116",(469) 747-0128
"Sunrise Infusion, 1397 George Dieter Dr. Ste. E&F El Paso, TX 79936",Sunrise Infusion,"1397 George Dieter Dr. Ste. E&F El Paso, TX 79936",(915) 995-5961
"Permian Basin Wellness, 600 Interstate 20 East Stanton, TX 79782",Permian Basin Wellness,"600 Interstate 20 East Stanton, TX 79782",(432) 300-7314
"Champion Healthcare, 2850 Eastex Freeway #100 Beaumont, TX 77703",Champion Healthcare,"2850 Eastex Freeway #100 Beaumont, TX 77703",(409) 207-8677
"Adira Health, 200 South Sugar Rd Suite 1B Edinburg, TX 78539",Adira Health,"200 South Sugar Rd Suite 1B Edinburg, TX 78539",(956) 567-9571
"Heriberto Rodriguez-Ayala, MD, 5419 S. McColl Rd Edinburg, TX 78539","Heriberto Rodriguez-Ayala, MD","5419 S. McColl Rd Edinburg, TX 78539",(956) 952-7427
"New Day Associates, 2717 Cornerstone Blvd Edinburg, TX 78539",New Day Associates,"2717 Cornerstone Blvd Edinburg, TX 78539",(956) 707-1573
"Women's Clinic of South Texas, 910 S. Closner Blvd Edinburg, TX 78539",Women's Clinic of South Texas,"910 S. Closner Blvd Edinburg, TX 78539",(956) 567-9189
"Landmark Family Medicine, 108 McKinney St Farmersville, TX 75442",Landmark Family Medicine,"108 McKinney St Farmersville, TX 75442",(469) 908-4209
"Farwell Family Healthcare, 405 Ave A Farwell, TX 79325",Farwell Family Healthcare,"405 Ave A Farwell, TX 79325",(806) 203-5876
"Beauty Fix Aesthetics & Wellness, 6021 Morriss Rd Ste 112 Flower Mound, TX 75028",Beauty Fix Aesthetics & Wellness,"6021 Morriss Rd Ste 112 Flower Mound, TX 75028",(940) 286-3299
"Flower Mound Plastic Surgery, 2931 Long Prairie Rd Ste 100 Flower Mound, TX 75022",Flower Mound Plastic Surgery,"2931 Long Prairie Rd Ste 100 Flower Mound, TX 75022",(972) 318-2648
"VitaleHEALTH Flower Mound, 1020 Flower Mound Rd Ste 100 Flower Mound, TX 75028",VitaleHEALTH Flower Mound,"1020 Flower Mound Rd Ste 100 Flower Mound, TX 75028",(940) 326-4359
"Collins Family Planning Clinic, 1100 Bridgewood Drive Suite 120 Fort Worth, TX 76112",Collins Family Planning Clinic,"1100 Bridgewood Drive Suite 120 Fort Worth, TX 76112",(817) 839-3167
"DFW Spine Joint & Pain Care, 7235 Boat Club Rd. Fort Worth, TX 76179",DFW Spine Joint & Pain Care,"7235 Boat Club Rd. Fort Worth, TX 76179",(940) 479-3591
"Hulen Total Care PA, 6049 South Hulen Street Fort Worth, TX 76132",Hulen Total Care PA,"6049 South Hulen Street Fort Worth, TX 76132",(972) 640-1212
"Livwell Method Fort Worth, 6913 Camp Bowie Blvd Ste 141 Fort Worth, TX 76116",Livwell Method Fort Worth,"6913 Camp Bowie Blvd Ste 141 Fort Worth, TX 76116",(469) 306-1585
"North Tarrant Surgical & Aesthetics, 3848 N Tarrant Pkwy Ste 100 Fort Worth, TX 76244",North Tarrant Surgical & Aesthetics,"3848 N Tarrant Pkwy Ste 100 Fort Worth, TX 76244",(817) 646-4299
"Park Place Health Solutions, 904 Lexington St Fort Worth, TX 76102",Park Place Health Solutions,"904 Lexington St Fort Worth, TX 76102",(817) 396-7259
"Seed Wellness Co, 5408 Birchman Ave Fort Worth, TX 76107",Seed Wellness Co,"5408 Birchman Ave Fort Worth, TX 76107",(817) 609-8324
"Skin Balance, 5130 Camp Bowie Blvd Fort Worth, TX 76107",Skin Balance,"5130 Camp Bowie Blvd Fort Worth, TX 76107",(817) 612-6645
"Texas Healthcare Priviamedical Group N TX, 1250 8Th Ave Ste 445 Fort Worth, TX 76140",Texas Healthcare Priviamedical Group N TX,"1250 8Th Ave Ste 445 Fort Worth, TX 76140",(972) 640-5764
"Jason Peet, Md, Pa, 110 East Live Oak St. Fredericksburg, TX 78624","Jason Peet, Md, Pa","110 East Live Oak St. Fredericksburg, TX 78624",(830) 307-5920
"Ata Healthcare And Wellness, 8501 Wade Blvd Ste 1160 Frisco, TX 75034",Ata Healthcare And Wellness,"8501 Wade Blvd Ste 1160 Frisco, TX 75034",(214) 380-1380
"Evolve Health Sciences, 12530 Lebanon Rd Ste 205 Frisco, TX 75035",Evolve Health Sciences,"12530 Lebanon Rd Ste 205 Frisco, TX 75035",(972) 433-5748
"Village Health Partners FMV, 9990 Dallas Parkway Ste. 200 Frisco, TX 75033",Village Health Partners FMV,"9990 Dallas Parkway Ste. 200 Frisco, TX 75033",(214) 949-8627
"Vita10 Therapy, 11500 State Highway 121 Ste 320 Frisco, TX 75035",Vita10 Therapy,"11500 State Highway 121 Ste 320 Frisco, TX 75035",(940) 310-6339
"Vital Care Family Practice, 801 N Main St  Ste G-1 Andrews, TX 79714",Vital Care Family Practice,"801 N Main St  Ste G-1 Andrews, TX 79714",(432) 287-5820
"Georgetown OB-Gyn - Montiville, 602 High Tech Dr Georgetown, TX 78626",Georgetown OB-Gyn - Montiville,"602 High Tech Dr Georgetown, TX 78626",(512) 771-4054
"Georgetown OB-Gyn, LLP, 602 High Tech Dr Georgetown, TX 78626","Georgetown OB-Gyn, LLP","602 High Tech Dr Georgetown, TX 78626",(512) 771-4054
"Georgetown Plastic Surgery, 3201 S Austin Ave Ste 305 Georgetown, TX 78626",Georgetown Plastic Surgery,"3201 S Austin Ave Ste 305 Georgetown, TX 78626",(512) 548-3577
"JK Medical, 2951 Fm 1460 Unit 204 Georgetown, TX 78626",JK Medical,"2951 Fm 1460 Unit 204 Georgetown, TX 78626",(512) 883-0008
"Prime Wellness And Longevity, 4871-2 Williams Drive #207 Georgetown, TX 78633",Prime Wellness And Longevity,"4871-2 Williams Drive #207 Georgetown, TX 78633",(512) 240-4456
"Re-Gen-U, 3613 Williams Dr Ste 702 Georgetown, TX 78628",Re-Gen-U,"3613 Williams Dr Ste 702 Georgetown, TX 78628",(254) 249-4836
"Renew Spa, 4859 Williams Drive Ste 111 Georgetown, TX 78633",Renew Spa,"4859 Williams Drive Ste 111 Georgetown, TX 78633",(737) 265-8259
"Trinity Balanced Wellness Center, 101 Cooperative Way Ste 110 Georgetown, TX 78626",Trinity Balanced Wellness Center,"101 Cooperative Way Ste 110 Georgetown, TX 78626",(512) 733-5800
"Wiseman Family - Georgetown, 1502 Blue Ridge Dr Ste 100 Georgetown, TX 78626",Wiseman Family - Georgetown,"1502 Blue Ridge Dr Ste 100 Georgetown, TX 78626",(512) 345-3530
"Youth Revitalized Health and Wellness, 602 Titus St Ste 120 Gilmer, TX 75644",Youth Revitalized Health and Wellness,"602 Titus St Ste 120 Gilmer, TX 75644",(903) 329-2314
"Renew, 618 Oak Street Graham, TX 76450",Renew,"618 Oak Street Graham, TX 76450",(940) 204-0864
"Lake Granbury Internal Med & Peds, Pa, 2005 Rockview Dr Granbury, TX 76049","Lake Granbury Internal Med & Peds, Pa","2005 Rockview Dr Granbury, TX 76049",(817) 241-5084
"Medicure Family Clinic, 1038 N Carrier Pkwy Grand Prairie, TX 75050",Medicure Family Clinic,"1038 N Carrier Pkwy Grand Prairie, TX 75050",(682) 350-5036
"IntraCare Grapevine, 1604 Lancaster Dr Grapevine, TX 76051",IntraCare Grapevine,"1604 Lancaster Dr Grapevine, TX 76051",(817) 587-1997
"LaComb Health and Wellness, 6000 39th Street Suite B Groves, TX 77619",LaComb Health and Wellness,"6000 39th Street Suite B Groves, TX 77619",(409) 216-0627
"Stone and Oak Integrative Medicine, 302 S. Central St. STE C8 Hallsville, TX 75650",Stone and Oak Integrative Medicine,"302 S. Central St. STE C8 Hallsville, TX 75650",(903) 668-0491
"Posh Aesthetics & Wellness, 443 S. Central Ave Hamlin, TX 79520",Posh Aesthetics & Wellness,"443 S. Central Ave Hamlin, TX 79520",(325) 715-8513
"Central Texas Holistic Care, 2025 Memory Lane #300 Harker Heights, TX 76548",Central Texas Holistic Care,"2025 Memory Lane #300 Harker Heights, TX 76548",(254) 589-4257
"Christopher Guadarrama, PLLC, 222 E Van Buren Ave Harlingen, TX 78550","Christopher Guadarrama, PLLC","222 E Van Buren Ave Harlingen, TX 78550",(956) 567-9487
"Next Level Medical Clinic, 604 South 77 Sunshine Strip Ste C Harlingen, TX 78550",Next Level Medical Clinic,"604 South 77 Sunshine Strip Ste C Harlingen, TX 78550",(956) 660-9430
"Optimum Wellness & Medical Spa, 2121 Pease St Ste 305 Harlingen, TX 78550",Optimum Wellness & Medical Spa,"2121 Pease St Ste 305 Harlingen, TX 78550",(956) 300-0533
"Rio Grande Medicine, 5505 S. Expressway 77 Ste 205 Harlingen, TX 78550",Rio Grande Medicine,"5505 S. Expressway 77 Ste 205 Harlingen, TX 78550",(956) 436-5274
"Les T. Sandknop, DO, PA, 6785 Horizon Rd  Ste 100 Heath, TX 75032","Les T. Sandknop, DO, PA","6785 Horizon Rd  Ste 100 Heath, TX 75032",(972) 782-5515
"San Antonio Family Physicians - Helotes, 12274 Bandera Rd Ste 108 Helotes, TX 78023",San Antonio Family Physicians - Helotes,"12274 Bandera Rd Ste 108 Helotes, TX 78023",(726) 237-3738
"The Lotus | Aesthetics And Wellness, 14743 Old Bandera Rd  Unit 11 Ste 101 Helotes, TX 78023",The Lotus | Aesthetics And Wellness,"14743 Old Bandera Rd  Unit 11 Ste 101 Helotes, TX 78023",(210) 750-6804
"Family Care of Henderson, 321 Wilson Street Henderson, TX 75652",Family Care of Henderson,"321 Wilson Street Henderson, TX 75652",(903) 568-0824
"Henderson Family Medicine, 105 N High St Henderson, TX 75652",Henderson Family Medicine,"105 N High St Henderson, TX 75652",(903) 567-9591
"Holland Health Spa, LLC, 205 S Franklin St Holland, TX 76534","Holland Health Spa, LLC","205 S Franklin St Holland, TX 76534",(254) 284-5435
"St. Andrews Family Medicine Clinic, 494 N. Kenazo Ave Ste I Horizon City, TX 79925",St. Andrews Family Medicine Clinic,"494 N. Kenazo Ave Ste I Horizon City, TX 79925",(915) 900-8346
"ACPS - The Surgicentre, 12727 Kimberley Ln Ste 300 Houston, TX 77024",ACPS - The Surgicentre,"12727 Kimberley Ln Ste 300 Houston, TX 77024",(346) 616-9715
"Burt L. Forgason, M.D., 14441 Memorial Dr Ste 6 Houston, TX 77079","Burt L. Forgason, M.D.","14441 Memorial Dr Ste 6 Houston, TX 77079",(281) 595-9260
"Champion Health and Wellness Clinics, 4295 San Felipe St Ste 235 Houston, TX 77027",Champion Health and Wellness Clinics,"4295 San Felipe St Ste 235 Houston, TX 77027",(281) 603-9916
"Complete Midlife - Binz, 1200 Binz Street Ste 650 Houston, TX 77004",Complete Midlife - Binz,"1200 Binz Street Ste 650 Houston, TX 77004",(346) 787-1518
"Complete Midlife - Tanglewood, 7700 San Felipe St Ste 330 Houston, TX 77063",Complete Midlife - Tanglewood,"7700 San Felipe St Ste 330 Houston, TX 77063",(346) 263-0103
"EMRLD Aesthetics, 2401 N Shepherd Dr. Suite 235 Houston, TX 77008",EMRLD Aesthetics,"2401 N Shepherd Dr. Suite 235 Houston, TX 77008",(346) 594-6992
"FACEMAKER, 16000 Park Ten Pl Suite 202 Houston, TX 77084",FACEMAKER,"16000 Park Ten Pl Suite 202 Houston, TX 77084",(936) 213-6967
"Gessner Medical Center, 5704 S Gessner Rd Ste D Houston, TX 77036",Gessner Medical Center,"5704 S Gessner Rd Ste D Houston, TX 77036",(346) 271-1075
"Houston Cosmetic Surgery - Cypress, TX, 22215 Cypresswood Drive Suite 113 Houston, TX 77433","Houston Cosmetic Surgery - Cypress, TX","22215 Cypresswood Drive Suite 113 Houston, TX 77433",(936) 310-4331
"Houston Cosmetic Surgery Center, 110 Vintage Park Blvd Ste 280 Houston, TX 77070",Houston Cosmetic Surgery Center,"110 Vintage Park Blvd Ste 280 Houston, TX 77070",(281) 957-3025
"Houston OG, 1415 North Loop W Ste 750 Houston, TX 77008",Houston OG,"1415 North Loop W Ste 750 Houston, TX 77008",(346) 233-1431
"Juvan MD, 2795 Katy Freeway, Ste 210 Houston, TX 77007",Juvan MD,"2795 Katy Freeway, Ste 210 Houston, TX 77007",(346) 680-1481
"Kristin Leigh Wellness, 200 Westcott St Houston, TX 77007",Kristin Leigh Wellness,"200 Westcott St Houston, TX 77007",(573) 763-2144
"Kristin Schmidt MD & Aesthetics, 2222 Greenhouse Rd  Ste 2000 Houston, TX 77084-7855",Kristin Schmidt MD & Aesthetics,"2222 Greenhouse Rd  Ste 2000 Houston, TX 77084-7855",(832) 702-3828
"Linly Medspa and Wellness, 2054 W Main St Houston, TX 77098",Linly Medspa and Wellness,"2054 W Main St Houston, TX 77098",(832) 786-5488
"Magnolia Health & Wellness, 18333 Egret Bay Boulevard Ste 148 Houston, TX 77058",Magnolia Health & Wellness,"18333 Egret Bay Boulevard Ste 148 Houston, TX 77058",(346) 423-2829
"Minnow Wellness PLLC, 3334 Richmond Ave Ste 208 Houston, TX 77098",Minnow Wellness PLLC,"3334 Richmond Ave Ste 208 Houston, TX 77098",(832) 532-9030
"NeuMed San Felipe, 5706 San Felipe St Ste A300 Houston, TX 77057",NeuMed San Felipe,"5706 San Felipe St Ste A300 Houston, TX 77057",(832) 621-4627
"Performance Pain & Sports Medicine-TX, 4126 Southwest Freeway Ste 1700 Houston, TX 77027",Performance Pain & Sports Medicine-TX,"4126 Southwest Freeway Ste 1700 Houston, TX 77027",(346) 707-2856
"Renew Body Contouring & Medspa, 1811 Bering Dr #310 Houston, TX 77057",Renew Body Contouring & Medspa,"1811 Bering Dr #310 Houston, TX 77057",(281) 247-6759
"Renew You MD, 950 Threadneedle St Ste 280 Houston, TX 77079",Renew You MD,"950 Threadneedle St Ste 280 Houston, TX 77079",(281) 937-8157
"Spa 146 By Dr. Theresa Harring, 2000 North Loop W Suite 220 Houston, TX 77016",Spa 146 By Dr. Theresa Harring,"2000 North Loop W Suite 220 Houston, TX 77016",(281) 426-0376
"Specialized Medical, PLLC, 2401 N Shepherd Dr Ste 235 Houston, TX 77008","Specialized Medical, PLLC","2401 N Shepherd Dr Ste 235 Houston, TX 77008",(346) 616-1722
"THRIVE Medicine, PLLC, 802 W 18th St Houston, TX 77008","THRIVE Medicine, PLLC","802 W 18th St Houston, TX 77008",(832) 957-0692
"Vanguard Spine & Sport, 8800 Katy Fwy Ste 201 Houston, TX 77024",Vanguard Spine & Sport,"8800 Katy Fwy Ste 201 Houston, TX 77024",(832) 539-7810
"Willowbrook Wellness Center, 13215 Dotson Rd Suite 200 Houston, TX 77070",Willowbrook Wellness Center,"13215 Dotson Rd Suite 200 Houston, TX 77070",(281) 524-2062
"Core Health, 300 W Haning St Ste A Howe, TX 75459",Core Health,"300 W Haning St Ste A Howe, TX 75459",(903) 419-4298
"Harmony Aesthetics - West Lake, 1710 W Lake Houston Pkwy STE 260B Humble, TX 77339",Harmony Aesthetics - West Lake,"1710 W Lake Houston Pkwy STE 260B Humble, TX 77339",(713) 590-7388
"Julie Bernell, MD - elev8HRT, LLC, 18835 McKay Dr ste 300 Humble, TX 77338","Julie Bernell, MD - elev8HRT, LLC","18835 McKay Dr ste 300 Humble, TX 77338",(281) 319-4111
"Luminous Health & Wellness, 13531 Will Clayton Pkwy Ste 700 Humble, TX 77346",Luminous Health & Wellness,"13531 Will Clayton Pkwy Ste 700 Humble, TX 77346",(832) 979-0163
"Venus Tan & Body Spa, 5444 Atascocita Rd Ste 104 Humble, TX 77346",Venus Tan & Body Spa,"5444 Atascocita Rd Ste 104 Humble, TX 77346",(936) 681-7345
"Pulse Physician Organization-Huntsville, 119 Medical Park Lane Ste D Huntsville, TX 77340",Pulse Physician Organization-Huntsville,"119 Medical Park Lane Ste D Huntsville, TX 77340",(936) 209-7479
"Elite Care Clinic, 1173 W John Carpenter Fwy Ste 102 Irving, TX 75039",Elite Care Clinic,"1173 W John Carpenter Fwy Ste 102 Irving, TX 75039",(469) 949-1873
"McNair Aesthetics, 5901 High Point Dr # 19 Irving, TX 75038",McNair Aesthetics,"5901 High Point Dr # 19 Irving, TX 75038",(972) 440-2429
"Beeline Health, 305 W Rusk St Jacksonville, TX 75766",Beeline Health,"305 W Rusk St Jacksonville, TX 75766",(903) 400-1968
"Complete Healthcare Services, Pa, 315 W Houston St Jasper, TX 75951","Complete Healthcare Services, Pa","315 W Houston St Jasper, TX 75951",(409) 254-4979
"Rodriguez Health, LLC, 1405 E Hwy 97 Jourdanton, TX 78026","Rodriguez Health, LLC","1405 E Hwy 97 Jourdanton, TX 78026",(830) 429-5842
"Impact Medical And Chiropractic, 11180 FM 156 S Suite 303 Justin, TX 76247",Impact Medical And Chiropractic,"11180 FM 156 S Suite 303 Justin, TX 76247",(940) 242-5621
"Advanced Integrative Metabolic Institute, 1325 Main St Ste 803 Katy, TX 77494",Advanced Integrative Metabolic Institute,"1325 Main St Ste 803 Katy, TX 77494",(979) 472-6586
"Jenkins OBGYN & Reproductive Medicine, 23535 Kingsland Boulevard Katy, TX 77494",Jenkins OBGYN & Reproductive Medicine,"23535 Kingsland Boulevard Katy, TX 77494",(281) 957-6462
"Jenkins Wellness Center and Med Spa, 21769 Merchants Way Katy, TX 77449",Jenkins Wellness Center and Med Spa,"21769 Merchants Way Katy, TX 77449",(832) 924-7664
"Katy Women's Pelvic Health, 410 W. Grand Parkway S Suite 320 Katy, TX 77494",Katy Women's Pelvic Health,"410 W. Grand Parkway S Suite 320 Katy, TX 77494",(409) 684-2918
"Keller WellCare, 25140 Kingsland Blvd Suite 200 Katy, TX 77494",Keller WellCare,"25140 Kingsland Blvd Suite 200 Katy, TX 77494",(346) 742-0268
"Premier Gastroenterology & Wellness, 521 W Grand Pkwy S Katy, TX 77494",Premier Gastroenterology & Wellness,"521 W Grand Pkwy S Katy, TX 77494",(936) 310-4520
"Pro-Elite Management Services Corp, 21685 Kingsland Blvd Katy, TX 77450",Pro-Elite Management Services Corp,"21685 Kingsland Blvd Katy, TX 77450",(346) 559-2561
"Ascension Point Wellness, 1530 Keller Pkwy Ste A Rm 11 Keller, TX 76248",Ascension Point Wellness,"1530 Keller Pkwy Ste A Rm 11 Keller, TX 76248",(817) 270-6445
"Best Life Healthcare, 903 FM 518 RD Ste A Kemah, TX 77565",Best Life Healthcare,"903 FM 518 RD Ste A Kemah, TX 77565",(346) 209-9787
"Hometown Health and Wellness, PLLC, 395 Columbia Memorial Parkway STE C Kemah, TX 77565","Hometown Health and Wellness, PLLC","395 Columbia Memorial Parkway STE C Kemah, TX 77565",(346) 233-1393
"Hill Country Health and Hormones, 708 Hill Country Dr. Ste 300A Kerrville, TX 78028",Hill Country Health and Hormones,"708 Hill Country Dr. Ste 300A Kerrville, TX 78028",(830) 590-1522
"Aesthetics by Allyson, 401 E. Lantrip St. Kilgore, TX 75662",Aesthetics by Allyson,"401 E. Lantrip St. Kilgore, TX 75662",(903) 329-6686
"Dermaplus Aesthetics, 3036 Northpark Dr Kingwood, TX 77339",Dermaplus Aesthetics,"3036 Northpark Dr Kingwood, TX 77339",(281) 800-7468
"Texas Advanced Spine, 201 Kingwood Medical Drive #A-350 Kingwood, TX 77339",Texas Advanced Spine,"201 Kingwood Medical Drive #A-350 Kingwood, TX 77339",(281) 666-9108
"El Paso Family Medicine and Mental Health, 8929 Viscount Suite LL-B El Paso, TX 79925",El Paso Family Medicine and Mental Health,"8929 Viscount Suite LL-B El Paso, TX 79925",(915) 621-5837
"Brazosport Women's Health, 208 Oak Drive South Suite 300 Lake Jackson, TX 77566",Brazosport Women's Health,"208 Oak Drive South Suite 300 Lake Jackson, TX 77566",(979) 266-9544
"Crystal Outpatient Surgery Center, 215 Oak Drive South Suite J Lake Jackson, TX 77566",Crystal Outpatient Surgery Center,"215 Oak Drive South Suite J Lake Jackson, TX 77566",(979) 310-4572
"Celadine Wellbeing, 1017 Ranch Road 620 S Ste 101 Lakeway, TX 78734",Celadine Wellbeing,"1017 Ranch Road 620 S Ste 101 Lakeway, TX 78734",(737) 252-3458
"Thrive Hormonal Health & Wellness, 1017 Ranch Road 620 S Ste 101 Lakeway, TX 78734",Thrive Hormonal Health & Wellness,"1017 Ranch Road 620 S Ste 101 Lakeway, TX 78734",(737) 242-6722
"Versatile Health, PMA, 1307 Lubbock Hwy Lamesa, TX 79331","Versatile Health, PMA","1307 Lubbock Hwy Lamesa, TX 79331",(806) 666-6450
"The Wellness Refinery, 510 E. 4th St  STE B Lampasas, TX 76550",The Wellness Refinery,"510 E. 4th St  STE B Lampasas, TX 76550",(254) 345-4422
"Axis Direct Care, 7110 Rocio Dr Unit 10 Laredo, TX 78041",Axis Direct Care,"7110 Rocio Dr Unit 10 Laredo, TX 78041",(956) 477-5014
"Obgyn Associates Of Laredo P A, 7109 N Bartlett Ave Ste 101 Laredo, TX 78041",Obgyn Associates Of Laredo P A,"7109 N Bartlett Ave Ste 101 Laredo, TX 78041",(956) 717-5775
"The Body Lab Med Spa, 3502 E Del Mar Blvd Ste #5 Laredo, TX 78045",The Body Lab Med Spa,"3502 E Del Mar Blvd Ste #5 Laredo, TX 78045",(956) 363-4805
"Essence Aesthetics - League City, 3725 E League City Pkwy Ste 240 League City, TX 77573",Essence Aesthetics - League City,"3725 E League City Pkwy Ste 240 League City, TX 77573",(346) 617-2995
"League City Family Clinic, 1930 State Highway 3 S Ste 200 League City, TX 77573",League City Family Clinic,"1930 State Highway 3 S Ste 200 League City, TX 77573",(409) 572-0312
"League City Spine & Sports Med, 1216 East Main Street League City, TX 77573",League City Spine & Sports Med,"1216 East Main Street League City, TX 77573",(281) 332-3428
"Frontier Direct Care, 11840 Hero Way W Ste 200 Leander, TX 78641",Frontier Direct Care,"11840 Hero Way W Ste 200 Leander, TX 78641",(737) 252-6521
"Vital Hormone Health, 14300 Ronald W Reagan Blvd Ste 803 Leander, TX 78641",Vital Hormone Health,"14300 Ronald W Reagan Blvd Ste 803 Leander, TX 78641",(737) 345-0772
"West Texas Optimal Health, 915 Austin St Levelland, TX 79336",West Texas Optimal Health,"915 Austin St Levelland, TX 79336",(806) 602-0643
"Maya Medical Management-Lewisville, 1850 Lakepointe Dr Ste 700 Lewisville, TX 75057",Maya Medical Management-Lewisville,"1850 Lakepointe Dr Ste 700 Lewisville, TX 75057",(469) 331-4797
"The Lady Lounge Aesthetics, 8541 N US Highway 77 Lexington, TX 78947",The Lady Lounge Aesthetics,"8541 N US Highway 77 Lexington, TX 78947",(979) 271-5714
"Aspire Family Medical, 14875 W State Highway 29 Liberty Hill, TX 78642",Aspire Family Medical,"14875 W State Highway 29 Liberty Hill, TX 78642",(254) 970-0235
"Signature Aesthetics & IV Lounge, 201 St Joseph Ct Ste 410 Liberty Hill, TX 78642",Signature Aesthetics & IV Lounge,"201 St Joseph Ct Ste 410 Liberty Hill, TX 78642",(737) 234-2067
"VitaLuxe Wellness & Aesthetics, 104 S Kickapoo Suite 202 Lipan, TX 76462",VitaLuxe Wellness & Aesthetics,"104 S Kickapoo Suite 202 Lipan, TX 76462",(940) 468-1221
"Joint Pain Specialists, 2601 Little Elm Parkway Suite 203 Little Elm, TX 75068",Joint Pain Specialists,"2601 Little Elm Parkway Suite 203 Little Elm, TX 75068",(682) 223-4992
"Specialty Care Clinic- Little Elm, 1395 E Eldorado Pkwy Ste 400 Little Elm, TX 75068",Specialty Care Clinic- Little Elm,"1395 E Eldorado Pkwy Ste 400 Little Elm, TX 75068",(903) 228-4791
"Aurora OBGYN, 12500 Judson Rd  Ste 210 Live Oak, TX 78233",Aurora OBGYN,"12500 Judson Rd  Ste 210 Live Oak, TX 78233",(210) 964-5199
"New You Medical Center, 5550 Long Prairie Trace Richmond, TX 77407",New You Medical Center,"5550 Long Prairie Trace Richmond, TX 77407",(936) 282-5752
"Ageless Medical Clinic, 103 W Loop 281 Ste 472 Longview, TX 75605",Ageless Medical Clinic,"103 W Loop 281 Ste 472 Longview, TX 75605",(903) 500-7250
"Optimal Aesthetics, 1106 N. 6Th Street Longview, TX 75601",Optimal Aesthetics,"1106 N. 6Th Street Longview, TX 75601",(903) 225-8744
"Renew Aesthetics and Weight Loss, 1106 North Sixth Street Longview, TX 75601",Renew Aesthetics and Weight Loss,"1106 North Sixth Street Longview, TX 75601",(903) 600-9675
"Total Testosterone, 405 W Loop 281 Ste J Longview, TX 75605",Total Testosterone,"405 W Loop 281 Ste J Longview, TX 75605",(903) 304-1706
"10611 Medical Associates, 10611 Quaker Ave Lubbock, TX 79424",10611 Medical Associates,"10611 Quaker Ave Lubbock, TX 79424",(806) 304-6409
"Arledge Aesthetics & Plastic Surgery, 2719 81st St Lubbock, TX 79423",Arledge Aesthetics & Plastic Surgery,"2719 81st St Lubbock, TX 79423",(806) 541-4872
"Aspire Primary Care Partners, 4903 82nd Street Unit 10 Lubbock, TX 79424",Aspire Primary Care Partners,"4903 82nd Street Unit 10 Lubbock, TX 79424",(806) 404-1605
"Balance and Restore, 12402 Slide Rd Ste 402 Lubbock, TX 79424",Balance and Restore,"12402 Slide Rd Ste 402 Lubbock, TX 79424",(806) 878-9687
"Beauty Bar Health & Wellness Lubbock, 6302 70th St. Lubbock, TX 79424",Beauty Bar Health & Wellness Lubbock,"6302 70th St. Lubbock, TX 79424",(806) 606-0946
